price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city
320000,3,1,1480,7225,1,0,0,4,1480,0,1965,0,2203,32
387500,4,1,1320,4440,1,0,0,3,1320,0,1929,0,1003,35
458000,1,2,2140,10350,1,0,0,3,1470,670,1976,0,931,42
1212500,4,3,4560,16643,1,0,3,3,2230,2330,1995,0,1265,3
380000,4,3,2800,9764,2,0,0,3,2800,0,2002,0,2141,21
200000,3,1,1050,5000,1,0,0,4,1050,0,1967,0,3684,32
385000,3,1,1490,9630,1,0,0,4,1490,0,1959,0,3770,17
396675,2,1,1730,6375,2,0,0,4,1730,0,1945,0,3973,35
452000,4,1,1210,3760,1,0,0,3,1210,0,1900,2005,237,35
426000,4,2,2800,8494,2,0,0,3,2800,0,2004,2003,2160,21
792000,3,1,1570,1050,2,0,0,3,1570,0,1915,0,1472,35
315000,3,2,1400,31626,1,0,0,2,1140,260,1987,0,1725,1
1275000,4,2,2850,7861,1,0,4,4,1450,1400,1970,0,2574,35
326000,6,3,1880,7200,1,0,0,4,1880,0,1966,0,374,32
268500,2,1,790,8424,1,0,0,4,790,0,1953,1983,3605,36
440000,2,1,1300,4000,2,0,0,3,1300,0,1948,1994,3590,35
300000,3,1,2120,7735,1,0,0,4,1060,1060,1967,0,612,32
525000,3,1,1540,4773,2,0,0,3,1540,0,1941,2009,3087,35
978000,4,2,2620,13777,1,0,2,4,1720,900,1926,1993,2268,35
1125000,6,3,2880,3192,2,0,0,4,2180,700,1919,1985,1883,35
700000,4,1,1680,4021,1,0,0,3,1680,0,1921,2000,1802,35
315000,2,1,790,6969,1,0,0,3,790,0,1955,1984,194,31
309000,3,1,1092,7500,1,0,0,3,1092,0,1918,0,4075,35
219950,3,1,1650,9936,1,0,0,3,1090,560,1967,2011,3201,14
289000,3,2,2090,4700,2,0,0,3,2090,0,2002,0,1396,9
210000,4,1,2180,28710,1,0,0,3,1180,1000,1950,2005,1860,34
260000,4,2,1990,6671,2,0,0,3,1990,0,1989,0,2760,14
699000,4,2,2650,7945,2,0,0,3,2650,0,2006,0,297,35
1800000,4,3,4460,16953,1,0,0,3,2550,1910,1962,1994,2295,22
299950,3,1,910,8000,1,0,0,4,740,170,1950,1983,1658,36
749950,3,2,2770,10773,2,0,2,3,2770,0,1992,0,1204,3
1100000,3,2,2390,6888,2,0,1,5,2390,0,1939,0,4015,35
555000,3,2,3050,158558,1,0,0,4,3050,0,1987,0,3877,32
384000,3,2,1700,4000,2,0,0,3,1700,0,2003,0,2888,38
499950,5,3,3200,43560,2,0,0,3,3200,0,1989,0,1484,32
430000,3,1,1200,4500,1,0,0,5,1200,0,1906,0,3515,35
350000,4,2,2220,6953,2,0,0,4,2220,0,1999,0,1908,21
620000,3,2,2480,9041,2,0,0,3,2480,0,2004,2003,4284,31
765000,4,2,2560,12100,1,0,0,4,1760,800,1976,1992,1349,31
250000,4,1,2500,6300,1,0,0,4,1500,1000,1961,2001,2152,18
376000,2,1,1150,4000,1,0,0,3,1150,0,1947,2012,2459,35
475000,4,1,1650,7775,1,0,0,4,1150,500,1950,1983,368,35
120750,3,1,1140,9628,1,0,0,4,1140,0,1969,0,2854,14
1690000,3,1,3400,8965,1,0,2,5,1820,1580,1957,0,3035,35
330000,3,1,1180,43124,1,0,0,4,1180,0,1959,0,4235,16
619500,3,2,1700,4105,2,0,0,3,1700,0,1992,0,2641,35
345000,3,1,1240,11200,1,0,0,4,1240,0,1954,1979,1016,3
598000,5,2,2890,12478,2,0,0,3,2890,0,1977,2004,1784,33
335000,3,1,1060,10050,1,0,0,4,1060,0,1967,0,4162,17
372500,4,1,1590,10523,2,0,0,4,1590,0,1922,0,919,36
300000,6,5,2860,5682,2,0,0,3,2860,0,1978,0,3696,1
194000,1,1,820,1060,1,0,0,3,760,60,2007,0,3681,35
507500,3,2,2020,8118,1,0,0,3,1020,1000,1963,2008,1231,3
325000,4,2,1870,9680,1,0,0,4,1170,700,1959,0,608,19
329900,3,2,2170,4905,2,0,0,3,2170,0,2004,2003,1921,21
329000,4,2,1600,6765,1,0,0,3,830,770,1947,2011,3691,35
494000,4,1,2090,4300,1,0,0,4,1250,840,1925,1968,3451,35
206000,4,2,1700,6025,1,0,0,3,1700,0,1978,0,3696,1
423000,4,1,1940,6909,1,0,0,4,970,970,1941,1998,266,35
259000,3,1,1320,8625,1,0,0,4,1320,0,1957,2001,2518,32
879950,4,2,3500,13875,1,0,4,4,1830,1670,1938,0,144,35
345600,5,3,2800,5120,2,0,0,3,2800,0,1903,2005,2891,35
395000,3,1,1080,2940,1,0,0,4,1080,0,1920,0,4004,35
625000,4,2,3550,8048,2,0,0,3,3550,0,2007,0,3792,38
439000,3,2,2010,251341,2,0,0,3,1510,500,2003,0,1152,11
380000,3,1,1690,1468,2,0,0,3,1380,310,2008,0,3246,35
440000,3,1,1270,1443,3,0,0,3,1270,0,2007,0,4456,35
415000,3,2,1970,2377,2,0,0,3,1680,290,2008,0,3244,35
860000,4,2,3160,8097,2,0,0,3,3160,0,2014,0,634,19
500000,3,2,1210,1200,3,0,0,3,1210,0,2008,0,3039,35
953007,4,3,3120,5086,2,0,0,3,2480,640,2008,0,3787,35
515000,4,2,2670,8765,2,0,0,3,2670,0,2006,0,3562,32
772000,3,2,1640,1204,3,0,0,3,1640,0,2014,0,463,35
329995,4,2,2303,3680,2,0,0,3,2303,0,2013,1923,3000,1
409316,3,2,1800,3168,2,0,0,3,1800,0,2014,0,3981,38
490000,5,3,4460,2975,3,0,2,3,3280,1180,2013,1923,787,35
305000,2,2,1590,2656,2,0,0,3,1220,370,2009,0,3664,35
785000,4,3,3070,4684,2,0,0,3,2190,880,2009,0,2167,16
240000,2,1,1330,7200,1,0,0,3,1330,0,1993,0,1363,34
325000,3,1,990,6750,1,0,0,4,990,0,1947,1988,325,35
535800,4,2,1900,5790,2,0,0,3,1900,0,1994,0,3151,16
720000,3,2,2020,1159,3,0,3,3,2020,0,2000,0,1748,35
374000,3,1,2000,9416,1,0,0,4,2000,0,1961,2001,518,19
189650,2,1,1100,7600,1,0,0,3,1100,0,1980,0,458,10
420850,1,1,960,40946,1,0,0,5,960,0,1945,0,190,7
815000,4,2,3488,9614,2,0,0,3,3488,0,1998,2006,2697,31
1065000,2,1,1890,9466,2,0,0,3,1890,0,1987,2000,628,3
199000,4,2,2030,8120,2,0,0,3,2030,0,1950,2005,277,35
195000,3,1,1380,14859,1,0,0,3,990,390,1981,2013,1501,9
1506000,4,3,3660,14859,2,0,0,3,3360,300,1909,1995,61,35
288400,3,2,1870,14859,2,0,0,3,1870,0,1997,0,3037,32
442000,4,2,2080,14859,1,0,0,4,1220,860,1979,0,1353,33
619420,4,2,2450,14859,2,0,0,4,2450,0,1988,0,4257,25
635000,4,2,2750,6180,1,0,0,4,1500,1250,1948,0,3012,35
210000,3,1,1240,4842,1,0,0,4,1240,0,1916,0,4458,35
512500,3,2,1900,7604,2,0,0,3,1900,0,1990,2009,255,19
567000,3,2,2540,6093,2,0,0,3,2540,0,1999,0,4091,19
525000,3,2,2100,10362,2,0,0,3,1510,590,1998,2006,2545,39
475000,4,2,1790,2250,1,0,2,4,840,950,1909,1989,56,35
250000,3,2,1170,7258,1,0,0,3,1170,0,1984,0,2541,1
220000,3,1,1060,9126,1,0,2,5,1060,0,1956,0,273,12
230000,5,2,1930,6120,1,0,0,3,1930,0,1941,1969,166,35
385500,3,2,1540,7947,1,0,0,3,1120,420,1961,2004,4379,5
895000,5,3,2876,13927,1,0,2,4,1970,906,1973,0,3604,23
368250,3,2,2150,7484,2,0,0,3,2150,0,1988,2000,4411,33
249900,2,1,1140,5500,1,0,0,3,1140,0,1947,2012,4430,35
350000,3,1,980,7790,1,0,0,5,980,0,1969,0,4480,19
175000,3,1,1230,13056,1,0,0,4,1230,0,1962,0,2671,1
270000,3,1,1390,10905,1,0,0,3,860,530,1957,2000,3609,35
495000,3,3,2380,6250,2,0,3,3,1670,710,1997,0,3796,35
1580000,3,3,3690,7200,2,0,0,3,3690,0,2007,0,3253,19
542500,5,3,3010,1074218,1,0,0,5,2010,1000,1931,0,1162,16
330000,3,1,1250,9126,1,0,0,3,1250,0,1969,2010,1370,42
1003000,4,2,2290,6120,2,0,0,4,2170,120,1926,1993,516,35
299800,2,1,790,5240,1,0,0,4,790,0,1925,1968,4129,35
299900,3,2,2720,6014,2,0,0,3,2720,0,2002,0,2542,1
691000,4,2,2550,8632,1,0,0,3,1700,850,1972,2002,3141,19
195000,2,1,1080,3899,1,0,0,4,1080,0,1972,0,2146,10
405000,3,1,2470,9620,1,0,1,4,1570,900,1962,0,58,10
360000,2,0,850,7710,1,0,2,5,550,300,1909,1988,2128,35
256750,3,2,1990,8991,1,0,0,3,1570,420,1969,2010,1991,18
332500,3,2,1800,10500,2,0,0,3,1800,0,1995,0,2047,21
975000,5,4,4850,36450,2,0,0,3,4850,0,1977,2004,745,3
218000,3,1,1020,7874,1,0,0,3,1020,0,1956,2001,4442,35
429000,3,2,2420,49928,2,0,0,3,1860,560,1985,0,2163,16
589000,4,2,2910,5776,2,0,2,3,2910,0,1998,2006,3860,38
255000,3,1,1060,9039,1,0,0,3,1060,0,1973,2013,1596,32
668750,4,2,2340,6420,1,0,2,3,1590,750,1964,2000,1820,36
344500,4,2,1800,5453,1,0,0,3,1050,750,2002,0,1445,32
452000,4,2,1660,6150,1,0,0,3,850,810,1945,2010,3945,35
540000,3,1,1300,62290,1,0,0,3,1300,0,1983,2009,2348,31
246000,3,1,1780,23819,1,0,0,3,1780,0,1953,0,529,35
535000,2,1,1030,4841,1,0,0,3,920,110,1939,1969,668,35
970000,4,3,2790,5420,1,0,3,3,1130,1660,1963,2013,1608,36
430000,3,1,1150,3000,1,0,0,5,1150,0,1906,0,4441,35
520000,4,2,3290,11446,2,0,0,3,3290,0,1992,0,4116,17
712000,4,2,3400,247421,2,0,0,3,3400,0,2001,0,2418,30
450000,2,1,1200,4000,1,0,0,3,1070,130,1940,1996,2582,35
220000,4,2,2160,8005,2,0,0,3,2160,0,1993,0,4049,28
525000,3,1,1450,4000,1,0,1,4,950,500,1948,0,3501,35
1220000,4,2,3240,3600,2,0,0,3,2060,1180,2008,0,2110,35
540000,3,2,1470,1691,2,0,0,3,1000,470,2007,0,93,35
600000,4,2,2360,5226,2,0,0,3,2360,0,2001,0,4225,19
600000,3,2,2230,9053,2,0,0,4,2230,0,1987,0,3640,3
625000,4,2,2630,48706,2,0,0,3,2630,0,1986,0,1134,42
150000,3,1,1010,25000,1,0,0,3,1010,0,1966,1963,156,7
389999,3,2,1445,1471,2,0,0,3,1300,145,2003,0,1731,16
285000,3,1,2380,6000,1,0,0,3,1320,1060,1935,1974,4285,35
744000,4,2,2830,13059,2,0,0,3,2830,0,1998,2006,2332,33
700000,4,2,3010,46173,2,0,0,3,3010,0,1996,0,3251,31
318989,4,2,2000,9000,1,0,0,4,2000,0,1978,2000,3193,14
556000,3,2,2020,3600,2,0,0,3,2020,0,1998,2006,645,19
275000,3,2,2030,6326,2,0,0,3,2030,0,1993,0,2010,21
430000,3,2,2550,11160,2,0,0,3,2550,0,1994,0,917,36
300000,2,1,970,13700,1,0,0,3,970,0,1949,1998,4485,35
396450,3,1,1540,12446,1,0,0,5,1540,0,1967,0,238,16
225000,2,1,1396,111949,1,0,0,3,1396,0,1940,1997,2149,31
700000,4,3,2780,7875,2,0,0,3,2780,0,2006,0,3575,35
260000,6,2,2220,8797,1,0,0,3,2220,0,1977,2004,841,1
655000,4,3,2350,13402,2,0,3,3,1670,680,1994,0,274,19
1185000,3,2,2760,40946,2,0,0,5,2760,0,1978,0,671,3
1550000,3,2,4460,26027,2,0,0,3,4460,0,1992,0,584,19
413800,3,2,1440,4421,1,0,0,3,1440,0,2007,0,2026,31
950000,5,3,5330,6000,2,0,2,3,3570,1760,2006,0,4209,16
334990,4,2,2220,4228,2,0,0,3,2220,0,2014,0,291,35
2700000,5,4,5305,8401,2,0,2,3,3745,1560,2005,0,38,19
1030000,3,4,3880,13095,2,0,3,3,3700,180,2009,0,4144,19
1130000,4,3,3810,8519,1,0,1,3,2680,1130,2007,0,17,19
556000,3,3,1960,1168,2,0,0,3,1600,360,2007,0,324,16
360000,3,2,1530,1131,3,0,0,3,1530,0,2009,0,4418,35
480000,4,2,3250,34293,2,0,0,4,3250,0,1983,0,2437,18
324000,3,2,1750,7208,2,0,0,3,1750,0,1994,0,265,32
1050000,4,3,3440,35021,2,0,0,3,3440,0,1983,2009,357,19
275000,1,0,1170,14149,1,0,0,5,880,290,1962,0,2984,12
180000,3,1,870,5330,1,0,0,3,870,0,1969,2014,1632,9
749000,4,2,2930,18199,2,0,0,3,2930,0,1998,2006,1211,33
1600000,3,2,3160,12824,1,0,2,4,1820,1340,1966,0,4428,3
373500,2,1,800,3330,1,0,0,3,800,0,1918,0,185,35
770000,4,2,2350,8001,2,0,0,4,2350,0,1987,0,804,3
356000,2,1,1060,16470,1,0,0,3,1060,0,1977,2004,1067,42
625000,3,1,2060,12558,1,0,0,4,1350,710,1984,0,3815,31
494400,2,1,1560,1750,1,0,0,4,780,780,1904,0,321,35
585000,4,1,3000,42200,1,0,3,3,1500,1500,1950,2005,3038,32
926300,3,1,1660,4800,2,0,0,3,1660,0,1907,1983,1440,35
600000,3,1,1650,5100,1,0,0,5,1040,610,1908,0,3585,35
430000,4,3,3220,8936,2,0,0,3,2450,770,1990,2009,1702,18
307000,3,1,2320,7500,1,0,0,3,2320,0,1976,0,2345,11
604700,4,2,2750,14982,1,0,3,3,1720,1030,1981,2013,2387,10
219900,3,1,910,6000,1,0,0,2,910,0,1956,0,2590,35
270000,2,1,840,867,2,0,0,3,840,0,2005,0,4358,35
432000,3,2,1470,1578,2,0,0,3,1090,380,2007,0,3923,35
300000,6,2,2040,10812,1,0,0,4,2040,0,1943,0,3602,32
361000,3,1,1100,4046,1,0,4,4,1100,0,1922,0,2491,10
249950,2,1,940,8532,1,0,0,4,940,0,1959,0,3743,6
320000,3,2,1110,10500,1,0,0,5,1110,0,1978,0,1289,27
305000,4,1,2200,8100,1,0,0,5,1400,800,1942,0,425,35
503000,2,1,2860,59612,1,1,4,3,1510,1350,1948,2003,3239,14
235750,2,1,740,11250,1,0,0,2,740,0,1938,0,232,35
657000,4,1,2740,8520,1,0,2,3,1370,1370,1954,2005,3596,35
385000,3,1,1250,7300,1,0,0,4,1250,0,1956,0,1165,3
389950,4,2,3140,8060,2,0,0,3,3140,0,1991,0,2757,14
150000,2,1,820,10270,1,0,0,3,820,0,1954,2005,74,35
254500,4,2,2570,7264,2,0,0,3,1720,850,1998,2006,1167,1
555000,4,2,2350,8140,1,0,0,4,1430,920,1977,0,1096,3
1075000,4,3,3600,9200,1,0,4,4,2100,1500,1976,1992,2316,3
245000,4,2,1580,8000,1,0,0,3,1040,540,1967,2011,1965,14
319950,2,1,1070,5824,1,0,2,5,1070,0,1949,0,3894,35
337000,3,1,1070,6109,1,0,0,5,1070,0,1951,0,560,35
492000,4,2,1640,5000,2,0,0,3,1640,0,1907,1983,3762,35
1170000,3,2,2890,12130,2,0,3,4,2830,60,1987,0,3301,19
348580,3,1,1220,7876,1,0,0,3,1220,0,1966,1963,896,19
180000,2,1,1400,4500,1,0,0,3,900,500,1922,2008,2621,32
400000,3,1,1040,6250,1,0,0,3,1040,0,1942,1999,3578,35
295000,4,2,980,10640,1,0,0,5,980,0,1978,0,1286,27
910000,4,3,3340,10890,1,0,0,3,2240,1100,1963,2000,1035,31
1150000,6,4,6040,219542,2,0,0,3,1827,1940,1996,0,3353,16
431500,3,3,1900,1612,2,0,0,3,1827,470,2008,0,3798,35
180000,4,1,1740,7292,1,0,0,3,1827,720,1962,2003,784,34
677000,3,2,2000,3207,1,0,0,4,1827,900,1916,0,690,35
1180500,3,1,1610,7200,1,0,0,3,1090,520,1973,2013,53,35
635700,4,2,3240,13978,1,0,0,3,1860,1380,1977,2004,1742,33
482000,5,2,2230,9600,1,0,0,3,1320,910,1978,0,1170,42
168000,2,2,1160,2174,2,0,0,3,1160,0,1998,2006,4266,35
805000,4,2,2410,6000,1,0,0,5,1410,311,1950,0,2700,35
398000,2,1,590,10945,1,0,0,3,590,0,1983,2009,2528,4
665000,4,2,2600,17388,2,0,0,3,2600,0,1996,0,928,25
592500,4,3,2170,8240,1,0,0,4,1370,311,1968,0,1488,31
940000,4,2,2080,4000,1,0,0,3,2080,0,1912,2000,3689,35
655000,4,2,2860,12394,2,0,0,3,2860,0,1999,0,2483,33
622500,4,2,2980,8107,2,0,0,3,2980,0,2000,0,2872,38
380000,2,2,1230,987,2,0,0,3,1060,311,2011,0,1704,35
648360,4,1,2260,7005,1,0,1,4,1130,311,1947,1988,759,19
432000,3,2,2200,14925,1,0,0,3,1100,1100,1982,0,1764,31
1050000,4,2,3030,12590,1,0,0,4,3030,0,1988,0,2742,3
353250,2,1,1060,1600,2,0,0,3,1060,0,1979,2014,1032,35
1000000,4,3,4260,18687,2,0,0,3,4260,0,1996,0,2109,33
320000,3,2,998,844,2,0,0,3,798,200,2007,0,4171,35
349900,4,2,2052,3723,2,0,0,3,2052,0,2014,0,2910,14
330000,4,3,3150,6202,2,0,0,3,3150,0,2005,0,1914,18
408000,3,2,1950,7221,1,0,0,4,1950,0,2006,0,2988,34
321000,3,2,1347,1292,3,0,0,3,1347,0,2010,0,793,35
1051000,4,3,3860,5474,2,0,0,3,3860,0,2007,0,2271,16
2150000,4,5,5060,10320,2,0,0,3,5060,0,2008,0,979,3
359000,3,1,1360,885,3,0,0,3,1360,0,2008,0,3898,35
300000,5,2,2760,6000,2,0,0,3,2760,0,2006,0,4230,35
380000,5,3,2420,4670,2,0,0,3,2420,0,2013,1923,4292,35
660000,3,2,2450,4332,2,0,0,3,2450,0,2010,0,180,31
355000,3,2,1280,959,3,0,0,3,1280,0,2005,0,4253,35
259000,3,2,1550,3569,2,0,0,3,1550,0,2011,0,1005,1
353000,1,1,550,1279,2,0,0,3,550,0,2008,0,1161,35
430000,2,2,1520,1588,2,0,0,3,1240,280,2007,0,1967,35
460000,3,1,1670,4005,1,0,0,4,1170,500,1939,1989,4124,35
80000,1,0,430,5050,1,0,0,2,430,0,1912,0,2718,7
782000,4,2,2380,9614,2,0,0,4,2380,0,1991,0,1258,3
218000,3,1,960,9633,1,0,0,5,960,0,1982,0,3470,12
325000,3,1,1920,6862,1,0,2,3,1120,800,1952,2008,3344,35
980000,4,3,3680,5854,1,0,3,3,2060,1620,1967,2011,831,35
902000,4,2,2530,9200,1,0,0,5,1570,960,1976,0,3364,3
556000,5,2,3840,16905,2,0,0,3,3840,0,1991,0,3975,14
662990,3,1,1240,3600,1,0,0,5,1240,0,1926,0,2228,35
225000,2,1,1300,11867,1,0,0,4,1300,0,1975,0,2779,30
439950,4,2,2380,12067,2,0,0,3,2380,0,2002,0,2652,32
175000,2,1,1300,44431,1,0,0,5,1300,0,1958,0,2606,1
306000,2,1,780,13500,1,0,0,4,780,0,1946,1989,1024,42
235000,4,2,1810,39639,1,0,0,3,1230,580,1970,2014,1356,18
399500,3,1,2420,12676,2,0,0,3,2420,0,1911,1986,1924,27
478000,3,1,1280,2580,1,0,0,3,1280,0,1910,2014,3676,35
515000,2,1,1680,6500,1,0,0,4,1140,540,1941,1998,3656,35
550000,3,2,2510,5400,2,0,0,3,2510,0,1992,0,4368,32
149000,3,1,1700,8645,1,0,0,3,1700,0,1955,2005,586,35
526000,3,1,1680,3420,1,0,0,3,960,720,1992,0,4062,35
527550,1,0,820,59677,1,0,0,3,820,0,1999,0,4036,38
1050000,3,4,4380,42769,2,0,0,5,4380,0,1983,0,1347,31
625000,3,2,2600,10092,1,0,0,3,2600,0,1984,0,1945,33
950000,5,3,3400,7452,2,0,0,3,3400,0,1999,0,1037,3
377691,5,1,2120,8399,1,0,0,4,1320,800,1942,1982,1470,36
648475,4,2,2250,5700,1,0,0,3,1200,1050,1951,1994,2115,35
383000,3,1,1800,5612,1,0,0,4,1200,600,1942,1982,4278,35
535000,3,2,2210,7620,2,0,0,3,2210,0,1994,0,137,31
449950,3,2,1560,4080,2,0,0,3,1560,0,1923,1982,4197,35
465425,4,2,2430,20720,1,0,0,3,2430,0,1967,2011,972,42
675000,4,2,2560,36601,2,0,0,4,2560,0,1987,0,2261,33
599000,3,2,1960,2500,1,0,0,5,1410,550,1926,0,3207,35
416000,3,1,1110,9762,1,0,0,4,1110,0,1963,0,860,31
595000,2,1,1030,4500,1,0,0,3,830,200,1924,2011,2383,35
200000,4,1,1350,11507,1,0,0,3,1350,0,1966,1963,1618,32
402000,3,2,1540,1827,2,0,0,3,1540,0,2005,0,2130,16
433000,4,1,1830,9600,1,0,0,4,1010,820,1966,0,1155,3
275000,4,1,1930,15531,2,0,0,3,1930,0,1979,2014,2486,14
410000,3,2,1650,9641,1,0,0,3,1650,0,1983,2009,592,19
554820,4,2,3510,12905,1,0,2,3,2210,1300,1965,1982,1629,6
1325000,4,3,3370,7920,1,0,3,3,1860,1510,1988,2000,2895,35
735000,3,2,2390,9157,2,0,0,3,2390,0,1984,0,910,31
607000,3,1,1230,8114,1,0,0,4,1230,0,1951,1999,2651,3
549900,4,3,2830,213879,2,0,0,4,2830,0,1987,0,2856,1
258000,3,1,1620,7540,1,0,0,3,1310,310,1988,2000,1845,21
661254,4,4,2290,6250,1,0,0,5,1690,600,1940,0,1981,35
945000,4,2,2840,13367,1,0,0,3,1420,1420,1952,2008,4475,8
799950,4,3,4220,196817,2,0,0,3,4220,0,1993,0,3442,1
132500,3,1,1080,10500,1,0,0,3,1080,0,1967,2011,3262,1
467100,3,1,1620,8645,1,0,0,3,1190,430,1973,2013,3810,31
1610000,4,3,4390,11600,2,0,3,3,3060,1330,1990,2009,2406,23
641000,3,1,1620,3975,1,0,0,5,940,680,1926,0,3831,35
350000,3,1,1010,11244,1,0,0,4,1010,0,1947,1988,1172,36
335000,4,2,1750,8476,1,0,0,4,1240,510,1983,0,1026,32
900000,3,3,4080,217697,1,0,3,3,4080,0,2000,0,2996,1
440000,4,2,2560,10400,1,0,0,4,1280,1280,1965,0,4000,16
464600,3,1,1120,5500,1,0,0,4,1120,0,1925,1968,3814,35
1200000,4,3,4740,172497,2,0,0,3,4740,0,2003,0,1646,31
300000,2,1,1340,7788,1,0,2,3,1340,0,1947,2012,3903,35
670500,4,2,1590,6750,1,0,0,3,1590,0,1951,1994,2000,35
552000,3,1,1430,5000,1,0,0,4,1080,350,1919,1985,3675,35
244000,4,1,1450,8960,1,0,0,3,1450,0,1943,2002,42,35
788600,4,2,3500,7200,2,0,0,3,3500,0,2005,0,4318,31
445000,3,2,1630,8702,1,0,0,3,1630,0,1987,2000,1552,32
530000,4,1,1814,5000,1,0,0,4,944,870,1951,1999,4016,35
90000,2,1,580,7500,1,0,0,3,580,0,1943,2002,3816,35
585000,3,2,1670,4572,1,0,0,3,1670,0,1931,0,4058,35
498000,2,2,1140,8282,1,0,0,3,1140,0,1924,2009,1756,19
379000,2,1,800,6380,1,0,2,3,800,0,1940,1996,1303,35
462000,3,1,1300,2580,1,0,0,5,820,480,1919,1934,4194,35
388000,4,2,2440,7155,2,0,0,3,2440,0,1993,0,1140,32
255000,3,2,1490,8371,1,0,0,3,1490,0,1984,0,306,18
665000,3,2,1800,9550,1,0,0,4,1320,480,1966,0,447,3
550000,3,2,1830,9152,1,0,0,5,1830,0,1959,0,381,3
606000,3,1,1500,3920,1,0,0,3,1000,500,1947,2012,601,35
334000,4,2,2210,6080,1,0,2,4,1410,800,1965,0,522,35
360000,3,2,1270,1323,3,0,0,3,1270,0,2006,0,4302,35
235000,2,1,1140,1730,1,0,0,3,1010,130,2007,0,2552,35
580000,3,2,1620,1173,3,0,4,3,1470,150,2008,0,3564,35
355000,3,2,1220,1186,3,0,0,3,1220,0,2007,0,4396,35
375000,2,2,750,1430,2,0,0,3,750,0,2006,0,1275,35
372000,4,1,1960,9300,1,0,0,5,1340,620,1979,0,1256,27
479000,3,1,1370,3000,1,0,0,3,1370,0,1924,2011,3702,35
2000000,5,4,4580,4443,3,1,4,3,4580,0,2004,2003,3209,33
1680000,4,4,5584,68257,2,0,0,3,5584,0,1998,2006,2497,7
501000,2,1,1010,4320,1,0,0,5,1010,0,1924,1956,4026,35
245000,3,1,1260,6908,1,0,0,3,1260,0,1994,0,1989,21
496700,3,2,1740,5782,2,0,0,4,1740,0,1989,0,2887,16
347000,4,1,2670,10026,2,0,0,3,2670,0,1996,0,269,1
199000,2,1,720,7200,1,0,0,5,720,0,1943,0,2642,32
440500,3,2,2460,4399,2,0,0,3,2460,0,2007,0,2840,38
820000,4,2,3670,7000,2,0,0,3,3670,0,2005,0,1611,33
325000,4,3,2630,3435,1,0,3,3,1640,990,1984,0,1509,34
195000,3,1,1570,8459,1,0,0,3,1570,0,1991,0,356,12
675000,3,3,2980,28000,1,0,0,3,1820,1160,1981,2013,991,31
295000,3,2,1560,4200,2,0,0,3,1560,0,2003,0,2031,21
355300,3,2,1620,7410,1,0,0,5,1620,0,1955,0,1624,36
276000,3,1,1140,5000,1,0,0,3,1140,0,1960,2012,3558,35
460000,2,1,2730,19877,1,0,0,4,1570,1160,1976,1992,1639,11
880000,3,2,2130,35169,1,0,0,4,2130,0,1989,0,1240,42
370000,3,2,1780,4050,2,0,0,3,1780,0,2001,0,1359,36
346000,4,2,2100,3916,2,0,0,3,2100,0,2009,0,355,32
172500,3,1,1140,8800,1,0,0,3,1140,0,1972,2002,3405,1
379950,3,1,1690,9144,1,0,0,4,1140,550,1956,0,3808,17
468000,2,1,1160,6000,1,0,0,4,860,300,1942,1982,2672,35
477000,4,2,1720,6270,2,0,0,3,1720,0,1978,0,3499,35
529000,3,1,1210,3328,1,0,0,4,1210,0,1924,0,3680,35
312000,3,1,1255,1374,3,0,0,3,1255,0,2004,2003,360,35
326100,2,1,880,7683,1,0,0,3,880,0,1942,1999,359,35
360000,3,1,1050,9206,1,0,0,3,1050,0,1954,2005,169,35
438000,3,1,1650,12940,1,0,0,4,1650,0,1961,2001,1487,17
360000,3,1,1570,9467,1,0,0,3,1570,0,1954,2005,1564,36
1050000,4,2,2920,7200,1,0,3,3,1470,1450,1921,2006,2852,35
688000,4,3,3000,4000,1,0,3,3,1970,1030,1913,2014,2715,35
585000,3,1,1850,7735,1,0,0,4,1850,0,1983,0,3365,16
265000,3,2,1440,7741,1,0,0,4,1000,440,1983,0,216,18
375000,3,1,1440,8775,1,0,0,3,1440,0,1973,2013,748,19
326500,3,1,1810,12375,2,0,0,3,1810,0,1970,2014,1092,42
160000,2,1,1180,9350,1,0,0,3,1180,0,1918,0,583,35
1570000,4,3,3070,5850,2,0,0,5,2400,670,1927,0,1039,35
735000,5,2,3390,5211,2,0,0,3,3390,0,2004,2003,4523,33
400000,2,1,1470,6120,1,0,0,2,1470,0,1940,0,3020,35
800000,4,2,2680,7200,1,0,0,3,1380,1300,1952,2013,336,19
949880,4,2,2290,10687,2,0,0,3,2290,0,1978,0,114,3
405000,3,1,1980,8100,1,0,0,4,1310,670,1949,1985,1978,36
399000,4,2,2870,9292,2,0,0,3,2540,330,1979,2014,1251,32
730001,3,2,1840,4750,1,0,0,5,1010,830,1951,0,4071,35
1795000,4,3,4060,13000,2,0,3,3,4060,0,2000,0,3858,23
260000,3,2,1630,8018,1,0,0,3,1630,0,2003,0,2634,28
751750,2,2,1880,5400,1,0,0,3,1880,0,1902,0,3502,35
325000,3,1,1780,13095,1,0,0,4,1780,0,1983,0,2293,18
344950,4,2,2330,6250,1,0,0,4,1400,930,1941,1998,3254,18
457500,3,1,1840,4030,1,0,0,5,1050,790,1925,0,1183,35
389000,5,2,2330,10750,1,0,0,4,1190,1140,1962,0,885,17
